image_directory_entry_security,directory_44944-53032,function_34-36,e_lfanew,function_41-44,function_53-57,directory_0-11,SizeOfCode,hal.dll,msvfw32.dll,mpr.dll,e_crlc,ws2_32.dll,function_1822,directory_1096-1508,rassapi.dll,NumberOfSections,modemui.dll,clusapi.dll,directory_462-520,counter_api,directory_164-218,dsound.dll,wininet.dll,MinorLinkerVersion,directory_256116-406072,uxtheme.dll,md5,kernel32.dll,esent.dll,other_directory,SizeOfUninitializedData,CheckSum,MajorImageVersion,function_104-113,e_magic,userenv.dll,LoaderFlags,winspool.drv,function_16-19,directory_79-86,e_ovno,winsta.dll,version.dll,function_28-30,function_776-1822,mscoree.dll,shimeng.dll,PointerToSymbolTable,function_44-47,function_121-131,directory_3044-4096,directory_17864-21608,directory_139264-172032,function_113-121,rasapi32.dll,directory_406072-2638060,e_cs,function_75-81,directory_26208-32632,msvbvm60.dll,wintrust.dll,mswsock.dll,directory_204800-256116,mfc42.dll,BaseOfCode,ntdll.dll,psapi.dll,AddressOfEntryPoint,Characteristics,counter_export,e_cblp,advapi32.dll,function_11-12,function_24-26,Subsystem,SectionAlignment,shell32.dll,directory_65536-77824,MajorLinkerVersion,directory_71-72,odbc32.dll,wnhelp.dll,secur32.dll,lz32.dll,directory_744-988,msimg32.dll,ntoskrnl.exe,msvcr80.dll,function_62-66,function_230-263,winhttp.dll,directory_86-99,function_81-88,directory_218-307,SizeOfHeapCommit,gdi32.dll,SizeOfOptionalHeader,directory_20-24,SizeOfStackCommit,function_22-24,image_directory_entry_bound_import,directory_72-79,directory_28-59,avicap32.dll,strings (see raw report for details),directory_77824-89232,e_sp,relocations,function_152-167,directory_58000-65536,function_36-38,wtsapi32.dll,mfc42u.dll,image_directory_entry_export,function_30-32,e_lfarlc,resutils.dll,function_26-28,function_38-41,function_184-204,MinorImageVersion,e_oeminfo,sqlite3.dll,function_12-15,function_263-303,apt,urlmon.dll,wsock32.dll,directory_11296-12736,nddeapi.dll,MinorOperatingSystemVersion,directory_2638060,comdlg32.dll,SizeOfHeaders,function_57-62,MajorSubsystemVersion,directory_101-135,directory_114400-139264,e_cp,cabinet.dll,MinorSubsystemVersion,authz.dll,ole32.dll,image_directory_entry_debug,function_141-152,directory_2596-3044,shlwapi.dll,function_88-96,image_directory_entry_delay_import,oleacc.dll,msvcr90.dll,rpcrt4.dll,function_9-10,function_542-776,directory_4096-6224,function_167-184,MajorOperatingSystemVersion,directory_62-64,image_directory_entry_exception,user32.dll,image_directory_entry_resource,directory_59-62,directory_520-576,SizeOfInitializedData,gdiplus.dll,function_5-6,function_6-8,odbctrac.dll,SizeOfHeapReserve,image_directory_entry_tls,function_10-11,directory_576-744,directory_12736-17864,netapi32.dll,azroles.dll,directory_53032-58000,NumberOfRvaAndSizes,functions,function_70-75,cfgmgr32.dll,pdh.dll,ntlanman.dll,clbcatq.dll,imagehlp.dll,function_0-5,directory_64-71,directory_21608-26208,FileAlignment,d3d9.dll,directory_172032-204800,function_303-357,filesize,function_19-22,image_directory_entry_com_descriptor,function_357-424,e_oemid,image_directory_entry_iat,directory_8396-11296,msvcp90.dll,directory_24-28,wpcap.dll,directory_135-164,directory_89232-114400,image_directory_entry_basereloc,msvcrt.dll,eappcfg.dll,dbghelp.dll,e_ss,function_32-34,function_47-50,function_96-104,DllCharacteristics,directory_11-20,opengl32.dll,setupapi.dll,function_50-53,dbnmpntw.dll,BaseOfData,counter_dll,oledlg.dll,comctl32.dll,imm32.dll,Machine,e_minalloc,image_directory_entry_load_config,directory_1508-2596,directory_36864-44944,avifil32.dll,e_ip,function_8-9,function_424-542,Magic,directory_32632-36864,e_csum,mfc90.dll,TimeDateStamp,directory_6224-8396,SizeOfStackReserve,crypt32.dll,directory_307-420,cmdial32.dll,e_maxalloc,ImageBase,function_15-16,function_131-141,Reserved1,directory_988-1096,NumberOfSymbols,SizeOfImage,function_204-230,image_directory_entry_import,directory_99-101,directory_420-462,msvcp60.dll,function_66-70,cryptui.dll,cryptdll.dll,e_cparhdr,winmm.dll,iphlpapi.dll,dciman32.dll,dnsapi.dll,oleaut32.dll,other_import_function,tapi16.dll
0,0,4,232,6,5,0,77824,0,0,1,0,1,4,0,0,4,0,0,0,117,0,0,0,0,0,0,11876eaadeac34527c28f4ddfadd1e8d,1,0,0,0,0,0,6,23117,0,0,0,8,0,0,0,0,3,16,0,0,0,11,10,0,0,0,8,0,0,0,5,0,0,0,0,0,0,4096,0,0,51693,271,0,144,1,0,3,2,4096,1,0,6,0,0,0,0,0,0,0,0,0,5,11,0,0,9,0,4096,0,224,0,4096,4,0,0,0,0,0,2,184,0,8,0,6,0,0,0,3,64,0,4,4,12,0,0,0,3,9,APT30,0,0,0,0,0,0,0,4096,6,4,0,1,3,0,0,0,1,0,6,0,1,8,0,0,0,0,2,12,0,9,4,0,0,0,1,0,0,49152,0,1,13,0,1048576,0,1,0,0,0,0,0,16,294,3,0,0,0,0,0,0,0,0,4096,0,0,10,102400,2,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,81920,7,0,0,0,332,0,0,0,0,0,0,0,10,267,0,0,0,1345692243,0,1048576,0,0,0,65535,4194304,0,4,0,0,0,131072,11,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0
0,0,26,240,28,37,0,175104,0,0,0,0,0,11,2,0,5,0,0,0,271,0,0,1,0,0,0,118ed6f8aa3f01428a95ae7ba8ef195c,1,0,0,0,296771,0,28,23117,0,0,1,36,0,0,0,0,36,13,0,0,0,32,26,0,0,0,41,0,0,0,36,0,0,0,0,0,0,4096,0,0,89509,258,0,144,1,19,23,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,36,23,0,0,32,1,4096,1,224,0,4096,47,0,0,1,0,0,0,184,4988,44,0,33,0,0,0,28,64,0,62,55,24,0,0,0,32,23,Patchwork,0,0,0,0,0,0,1,1024,28,5,0,0,3,0,0,0,1,1,49,0,1,39,0,1,0,0,48,21,0,28,5,0,0,1,1,0,0,78848,0,7,45,0,1048576,0,48,0,0,0,0,0,16,1597,36,0,0,0,0,0,24,1,0,512,0,0,18,254976,52,0,15,0,1,1,0,0,0,0,0,1,0,0,0,0,62,38,25,33088,0,0,0,45,0,180224,12,0,0,0,332,0,1,0,0,0,0,15,19,267,0,0,0,1355207068,0,1048576,0,0,0,65535,4194304,18,26,0,0,0,294912,20,1,0,0,0,40,0,0,4,0,0,0,0,1,0,0
0,0,0,256,0,0,0,918016,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,25,0,0,11b70f93758ea494494855036818bbe3,1,0,0,0,0,0,0,23117,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4096,0,0,4096,33167,0,80,1,1,0,2,4096,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,224,0,16384,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Patchwork,0,0,0,0,0,0,0,1024,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,6144,0,0,0,0,1048576,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,512,0,0,0,717312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925696,4,0,0,0,332,15,0,0,0,0,0,0,0,267,0,0,0,708992537,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,1277952,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0
1,0,0,200,0,0,0,2666496,0,0,0,0,0,13,0,0,3,0,0,0,129,0,0,0,0,0,0,11faa5da47a1f27de963e72631aaddd2,0,0,0,0,2689211,1,1,23117,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,4096,0,0,8368,271,0,144,0,0,38,2,4096,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,224,0,4096,0,1,0,0,0,0,0,184,0,1,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Patchwork,0,0,0,0,0,3,0,4096,0,4,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,1,4,0,0,0,1,0,1,8192,0,0,6,0,1048576,0,0,0,0,0,0,0,16,88,0,0,0,0,0,0,1,0,0,4096,0,0,1,2684856,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670592,1,0,0,0,332,0,0,0,0,0,0,0,7,267,0,0,0,1349075591,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,2678784,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,200,0,0,0,57344,0,0,0,0,0,9,0,0,3,0,0,0,89,0,0,0,0,0,0,11fd24098d64632875d49160dc36bc6b,0,0,0,0,123166,1,0,23117,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4096,0,0,7108,271,0,144,0,0,0,2,4096,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4096,0,224,0,4096,0,1,0,0,0,0,0,184,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Patchwork,0,0,0,0,0,0,0,4096,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,1,8192,0,0,2,0,1048576,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,4096,0,0,0,69632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61440,1,0,0,0,332,0,0,0,0,0,0,0,2,267,0,0,0,1345628109,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,69632,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,1,224,5,5,0,56320,0,0,0,0,0,3,0,0,5,0,0,1,112,0,0,1,0,0,0,121320414d091508ac397044495d0d9c,1,0,0,0,134440,0,6,23117,0,0,0,2,0,0,0,0,7,4,0,0,0,5,8,0,0,0,10,0,0,0,7,0,0,0,0,0,0,4096,0,0,18234,258,0,144,1,1,3,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,4096,0,224,0,4096,11,0,0,1,0,0,0,184,1408,10,0,5,0,0,0,5,64,0,5,11,11,0,0,0,4,10,Hurricane Panda,0,0,1,0,0,0,0,1024,4,5,0,0,3,0,0,0,0,1,8,1,0,2,0,0,0,0,24,11,0,8,5,0,0,0,1,0,0,33792,0,0,3,0,1048576,0,12,0,0,0,0,0,16,345,6,0,0,0,0,0,7,1,0,512,0,0,10,91136,10,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,7,7,5,33088,0,0,0,6,0,61440,4,0,0,0,332,0,1,0,0,0,0,2,8,267,0,0,0,1360036987,0,1048576,0,0,0,65535,4194304,10,11,0,0,0,110592,10,1,1,0,0,9,0,0,4,0,0,0,0,0,0,0
0,0,4,216,5,5,0,57344,0,0,0,0,0,1,0,0,4,0,0,0,112,0,0,1,0,0,0,124089995494be38d866de08c12f99ef,1,0,0,0,137928,0,3,23117,0,0,0,7,0,0,0,0,1,7,0,0,0,5,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4096,0,0,19801,259,0,144,1,0,3,2,4096,1,2,8,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,4096,0,224,0,4096,6,0,0,0,0,0,0,184,0,6,1,7,0,0,0,6,64,0,4,1,11,0,0,0,3,8,Hurricane Panda,0,0,0,0,0,0,0,4096,5,4,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,22,11,0,8,4,0,0,0,1,0,0,32768,0,0,3,0,1048576,0,17,0,0,0,0,0,16,312,10,0,0,0,0,0,2,0,0,4096,0,0,9,94208,9,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,8,0,0,0,0,5,0,61440,4,0,0,0,332,0,1,0,0,0,0,2,7,267,0,0,0,1364885171,0,1048576,0,0,0,65535,4194304,3,10,0,0,0,102400,10,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0
0,0,2,224,4,5,0,47616,0,0,0,0,0,2,0,0,5,0,0,1,112,0,0,1,0,0,0,1240fbbabd76110a8fc29803e0c3ccfb,1,0,0,0,0,0,9,23117,0,0,0,4,0,0,0,0,2,4,0,0,0,5,5,0,0,0,6,0,0,0,3,0,0,0,0,0,0,4096,0,0,17029,258,0,144,1,1,4,2,4096,1,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,4096,0,224,0,4096,9,0,0,0,0,0,0,184,1232,7,0,4,0,0,0,7,64,0,5,8,8,0,0,0,3,8,Hurricane Panda,0,0,0,0,1,0,0,1024,4,5,0,0,3,0,1,0,0,0,10,1,0,3,0,0,0,0,19,6,0,10,5,0,0,0,1,0,0,41472,0,0,3,0,1048576,0,7,0,0,0,0,0,16,299,6,0,0,0,0,0,4,1,0,512,0,0,8,81408,8,0,10,0,1,1,0,0,0,0,0,1,0,0,0,0,5,4,3,33088,0,0,0,8,0,53248,4,0,0,0,332,0,1,0,0,0,0,7,9,267,0,0,0,1356530105,0,1048576,0,0,0,65535,4194304,9,11,0,0,0,98304,9,1,1,0,0,7,0,0,4,0,0,0,0,0,0,0
0,0,1,224,5,5,0,56320,0,0,0,0,0,3,0,0,5,0,0,1,112,0,0,1,0,0,0,127cd711193603b4725094dac1bd26f6,1,0,0,0,134440,0,6,23117,0,0,0,2,0,0,0,0,7,4,0,0,0,5,8,0,0,0,10,0,0,0,7,0,0,0,0,0,0,4096,0,0,18234,258,0,144,1,1,3,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,4096,0,224,0,4096,11,0,0,1,0,0,0,184,1408,10,0,5,0,0,0,5,64,0,5,11,11,0,0,0,4,10,Hurricane Panda,0,0,1,0,0,0,0,1024,4,5,0,0,3,0,0,0,0,1,8,1,0,2,0,0,0,0,24,11,0,8,5,0,0,0,1,0,0,33792,0,0,3,0,1048576,0,12,0,0,0,0,0,16,345,6,0,0,0,0,0,7,1,0,512,0,0,10,91136,10,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,7,7,5,33088,0,0,0,6,0,61440,4,0,0,0,332,0,1,0,0,0,0,2,8,267,0,0,0,1360036987,0,1048576,0,0,0,65535,4194304,10,11,0,0,0,110592,10,1,1,0,0,9,0,0,4,0,0,0,0,0,0,0
0,0,0,128,0,0,1,23040,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,127ee83854f47628984ab47de725ee2f,0,0,0,0,0,0,0,23117,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,30942,258,0,144,0,0,0,2,8192,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,224,0,4096,0,0,1,1,0,0,0,184,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Transparent Tribe,0,0,0,0,0,0,0,512,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7680,0,0,1,0,1048576,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,512,0,0,0,31232,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34112,1,0,0,0,0,32768,1,0,0,0,332,0,0,0,0,0,0,0,0,267,0,0,0,1453582143,1,1048576,0,0,0,65535,4194304,0,0,0,0,0,49152,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,4,512,5,10,0,45056,0,0,0,0,0,3,0,0,4,0,0,0,141,0,0,0,0,0,0,12874bf21a56709451f2df221c073f03,1,0,0,0,0,0,4,23117,0,0,0,7,0,26,0,0,4,8,0,0,0,5,12,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4096,0,0,4096,271,0,80,1,0,4,2,4096,1,0,5,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,4096,1,224,0,8192,3,0,0,0,0,0,0,184,0,7,0,2,0,0,0,2,64,0,3,8,6,0,0,0,22,6,Patchwork,0,0,0,0,0,0,0,1024,10,4,0,2,2,0,0,0,1,0,3,0,0,5,0,0,0,0,9,5,0,4,4,0,0,1,1,0,0,42496,0,1,143,0,1048576,0,1,0,0,0,0,0,16,405,8,0,0,0,0,0,5,0,0,512,0,0,3,349222,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,0,0,0,0,4,0,49152,7,0,1,0,332,15,0,0,0,0,0,0,3,267,0,0,0,1190291690,0,1048576,0,0,0,65535,4194304,2,5,0,0,0,155648,4,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0
1,0,0,184,0,0,0,282624,0,0,0,0,0,13,0,0,3,0,0,0,133,0,0,0,0,3,0,128c0ccc1252098bc2314d88f4e70044,0,0,0,0,325266,1,8,23117,0,0,0,0,0,0,0,0,2,27,0,0,0,0,10,0,0,0,6,0,0,0,1,0,1,0,0,0,0,4096,0,0,9824,271,0,144,0,1,56,2,4096,0,0,6,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,4096,0,224,0,4096,2,1,0,0,0,0,0,184,0,15,0,2,0,0,0,2,64,0,2,0,11,6,0,0,4,9,Transparent Tribe,0,0,0,0,0,0,0,4096,3,4,0,0,3,0,0,0,0,0,14,0,0,1,0,0,0,0,0,19,1,17,4,0,0,0,1,0,1,20480,0,0,12,0,1048576,0,0,0,0,0,0,0,16,351,0,0,0,0,0,0,0,0,0,4096,0,0,19,315032,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,286720,1,0,0,0,332,0,0,0,0,0,0,0,18,267,0,0,0,1386708469,0,1048576,0,0,0,65535,4194304,0,16,0,0,0,307200,9,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0
0,0,0,128,0,0,1,93184,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,12929730cd95c6cf50dd3d470dd5f347,0,0,0,0,0,0,0,23117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,101102,258,0,144,0,0,0,2,8192,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,224,0,4096,0,0,2,1,0,0,0,184,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Transparent Tribe,0,0,0,0,0,0,0,512,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,34816,0,0,1,0,1048576,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,512,0,0,0,128512,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34112,1,0,0,0,0,106496,1,0,0,0,332,0,0,0,0,0,0,0,0,267,1,0,0,1452258641,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,155648,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,1,1,248,2,3,0,28672,0,0,1,0,0,0,0,0,4,0,0,0,111,0,0,0,0,0,0,12e1dcd71693b6f875a98aefbd4ec91a,1,0,0,0,0,0,5,23117,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4096,0,0,31279,271,0,144,1,0,1,2,4096,1,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,4096,0,224,0,4096,1,0,0,0,0,0,0,184,0,2,0,0,0,0,0,1,64,0,0,1,3,0,0,0,0,3,APT30,0,1,0,0,0,0,0,4096,3,4,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,11,0,3,4,0,0,0,1,0,0,20480,0,0,8,0,1048576,0,0,0,0,1,0,0,16,110,1,0,0,0,0,0,2,0,0,4096,0,0,4,49152,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,2,0,0,0,0,1,0,32768,8,0,0,0,332,0,0,0,0,0,0,0,8,267,2,0,0,1307000724,0,1048576,0,0,0,65535,4194304,0,3,0,0,0,53248,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,20,240,26,34,0,148992,0,0,0,0,0,4,2,0,5,0,0,0,267,0,0,1,0,0,0,12eec20e7f672370269a9ec53cd744fb,1,0,0,0,249152,0,21,23117,0,0,1,30,0,0,0,0,34,16,0,0,0,39,25,0,0,0,39,0,0,0,34,0,0,0,0,0,0,4096,0,0,71993,258,0,144,1,21,23,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,34,19,0,0,28,1,4096,1,224,0,4096,47,0,0,1,0,0,0,184,4644,32,0,29,0,0,0,28,64,0,56,48,20,0,0,0,40,22,Patchwork,0,0,0,0,0,0,1,1024,27,5,0,0,3,0,0,0,1,1,43,0,1,38,0,1,0,0,47,15,0,23,5,0,0,1,1,0,0,75264,1,8,64,0,1048576,0,28,0,0,0,0,0,16,1470,34,0,0,0,0,0,16,1,0,512,0,0,16,225280,49,0,14,0,1,1,0,0,0,0,0,1,0,0,0,0,56,32,21,33088,0,0,0,45,0,155648,13,0,0,0,332,0,1,0,0,0,0,18,15,267,0,0,0,1361167874,0,1048576,0,0,0,65535,4194304,17,23,0,0,0,258048,17,1,0,0,0,35,0,0,4,0,0,0,0,1,0,0
0,0,0,240,0,0,0,140800,0,0,0,0,0,0,0,0,4,0,0,0,86,0,0,0,18,0,0,1300432e537e7ba07840adecf38e543b,1,0,0,0,215417,0,0,23117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4096,0,0,42298,783,0,144,0,0,0,2,4096,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4096,0,224,0,4096,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,Carbanak,0,0,0,0,0,0,0,1024,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,51712,0,0,0,0,1048576,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,512,0,0,0,193536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33024,0,0,0,0,0,147456,4,0,0,0,332,0,0,0,0,0,0,0,0,267,0,0,0,1394285563,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,245760,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,3,224,9,6,0,52736,0,0,0,0,0,3,0,0,5,0,0,0,155,0,0,0,0,0,0,13107b9455561e680fe8c3b9b1e8bc37,1,0,0,0,0,0,12,23117,0,0,0,6,0,0,0,0,8,8,0,0,0,7,10,0,0,0,5,0,0,0,11,0,0,0,0,0,0,4096,0,0,39677,259,0,144,1,1,6,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,4096,1,224,0,4096,6,0,0,0,0,0,0,184,0,5,3,4,0,0,1,8,64,0,7,12,10,0,0,0,10,7,Patchwork,0,0,0,0,0,0,0,1024,13,5,0,0,3,0,0,0,1,1,4,0,1,14,0,0,0,0,3,3,0,13,5,0,0,1,1,0,0,31744,0,4,3,0,1048576,0,0,0,0,0,0,1,16,344,5,0,0,0,0,0,1,0,0,512,0,1,9,294905,9,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,9,34048,0,0,0,13,0,57344,9,0,1,0,332,0,0,0,0,0,0,1,3,267,0,0,0,1306598678,0,1048576,0,0,0,65535,4194304,3,8,0,0,0,217088,7,1,0,0,0,10,0,0,4,0,0,0,0,1,0,0
0,0,0,200,0,0,0,24576,0,0,0,0,0,1,0,0,3,0,0,0,78,0,0,0,0,0,0,13197097b07e86516fa018a04aace83c,1,0,0,0,78192,1,0,23117,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4096,0,0,5248,271,0,144,1,0,28,2,4096,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,224,0,4096,0,1,0,0,0,0,0,184,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,Patchwork,0,0,0,0,0,0,0,4096,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,0,0,1,0,1,8192,0,0,2,0,1048576,0,0,0,0,0,0,0,16,47,0,0,0,0,0,0,1,0,1,4096,0,0,2,37185,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28672,3,0,0,0,332,0,0,0,0,0,0,0,2,267,1,0,0,1278567688,0,1048576,0,0,0,65535,4194304,0,0,0,0,0,36864,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0
0,0,2,256,7,5,0,57344,0,0,0,0,1,2,0,0,4,0,0,0,85,0,0,0,10,0,0,131b4ed3df80e2f794a3e353e2c7f8fb,1,0,0,0,0,0,3,23117,0,0,0,7,0,0,0,0,2,5,0,0,0,6,8,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4096,0,0,27755,271,0,144,0,1,2,2,4096,0,0,7,0,0,0,0,0,0,0,0,0,3,10,0,0,6,0,4096,0,224,0,4096,1,0,0,0,0,0,2,184,0,7,1,2,0,0,0,3,64,0,4,2,6,0,0,0,2,9,Transparent Tribe,0,0,0,0,0,0,0,4096,7,4,0,0,3,0,0,0,0,0,8,0,0,6,0,0,0,0,1,9,0,5,4,0,0,1,1,0,0,40960,0,0,5,0,1048576,0,0,0,0,0,0,0,16,241,5,0,0,0,0,0,10,0,0,4096,0,0,6,6146216,9,0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,8,0,0,0,0,2,0,61440,4,0,1,0,332,0,1,0,0,0,0,1,9,267,0,0,0,1289578118,0,1048576,0,0,0,65535,4194304,2,4,0,0,0,102400,10,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0
0,0,6,232,10,11,0,100352,0,0,0,0,0,6,0,0,4,0,0,0,190,0,0,0,0,1,0,133e0c441ea744951080d700604a63ee,1,0,0,0,0,0,9,23117,0,0,0,10,0,0,0,0,11,10,0,0,0,11,17,0,0,0,16,0,0,0,18,0,0,0,0,0,0,4096,0,0,67759,259,0,144,1,3,11,2,4096,1,0,9,0,0,0,0,0,0,0,0,0,12,10,0,0,16,0,4096,1,224,0,4096,17,0,0,0,0,0,0,184,0,11,0,7,0,0,1,14,64,0,14,15,15,0,0,0,9,19,Transparent Tribe,0,0,0,0,0,0,0,1024,16,5,0,3,3,0,0,0,1,1,14,0,1,10,0,0,0,0,22,12,0,13,5,0,0,1,1,0,0,232448,0,7,5,0,1048576,0,9,0,0,0,0,0,16,607,10,0,0,0,0,0,2,0,0,512,0,0,14,212347,19,0,19,0,1,0,0,0,0,0,2,0,0,0,0,0,11,20,13,33024,0,0,0,10,0,106496,9,0,1,0,332,0,1,0,0,0,0,3,7,267,0,0,0,1385317620,0,1048576,0,0,0,65535,4194304,10,16,0,0,0,344064,19,1,0,0,0,18,0,0,4,0,0,0,0,1,0,0
